dist_to_coast,X,Y
476.35952938677076,338515.1720922211,6242315
326.3644040351006,338668.67825415137,6242315
176.38656505675348,338822.18441608164,6242315
28.413053148541984,338975.6905780118,6242315
2325.978714373777,328076.75308096514,6242525
2190.513695393584,328230.2592428954,6242525
2057.5839723314707,328383.76540482556,6242525
1927.7140971068648,328537.27156675584,6242525
1801.5659190478825,328690.7777286861,6242525
1678.8629302475504,328844.28389061627,6242525
1560.5532262217714,328997.79005254654,6242525
1448.8617217264364,329151.2962144768,6242525
1338.4631709096793,329304.80237640697,6242525
1229.7399049143146,329458.30853833724,6242525
1109.1606471002667,329611.8147002675,6242525
997.66864835695,329765.32086219767,6242525
898.6525503518114,329918.82702412794,6242525
814.4588187318988,330072.3331860582,6242525
742.282147360676,330225.83934798837,6242525
687.7053839943502,330379.34550991864,6242525
645.7006382861471,330532.8516718489,6242525
622.889811077597,330686.35783377907,6242525
635.3975156037139,330839.86399570934,6242525
677.0865769853777,330993.3701576396,6242525
737.1669005096575,331146.8763195699,6242525
821.6443641532682,331300.38248150004,6242525
913.3257782714552,331453.8886434303,6242525
973.9795346982711,331607.3948053606,6242525
917.795251930794,331760.90096729074,6242525
879.3207334730278,331914.407129221,6242525
845.1325062464272,332067.9132911513,6242525
822.89627798282,332221.41945308144,6242525
825.3896728399749,332374.9256150117,6242525
853.8749608355354,332528.431776942,6242525
904.473700867556,332681.93793887214,6242525
974.3056532464452,332835.4441008024,6242525
1060.0265212805646,332988.9502627327,6242525
1081.7448111956967,333142.45642466284,6242525
1110.8400440908008,333295.9625865931,6242525
1159.6929136903516,333449.4687485234,6242525
1225.9437132562696,333602.97491045354,6242525
1289.8702389443924,333756.4810723838,6242525
1362.1525138716647,333909.9872343141,6242525
1447.130987185648,334063.49339624424,6242525
1542.7394467635193,334216.9995581745,6242525
1618.0980925218503,334370.5057201048,6242525
1679.3866566663883,334524.01188203495,6242525
1749.8298734563502,334677.5180439652,6242525
1823.4563227807919,334831.0242058955,6242525
1906.6225687427898,334984.53036782576,6242525
1938.2322608938773,335138.0365297559,6242525
1977.5854287355971,335291.5426916862,6242525
2027.8245097212052,335445.04885361646,6242525
2088.1639399256123,335598.5550155466,6242525
2157.7565481968913,335752.0611774769,6242525
2235.7384207613813,335905.56733940716,6242525
2321.2642103714606,336059.0735013373,6242525
2413.532072738146,336212.5796632676,6242525
2511.7991323792326,336366.08582519786,6242525
2474.978693178427,336519.591987128,6242525
2323.7371076628624,336673.0981490583,6242525
2172.8131633605,336826.60431098856,6242525
2022.2080930436512,336980.1104729187,6242525
1871.6424514926468,337133.616634849,6242525
1721.1382694041163,337287.12279677927,6242525
1571.0264379058292,337440.6289587094,6242525
1420.9749940806794,337594.1351206397,6242525
1270.997155102332,337747.64128256997,6242525
1121.0509750781052,337901.1474445001,6242525
971.9129109709756,338054.6536064304,6242525
824.1014756321516,338208.15976836067,6242525
675.915819622887,338361.6659302908,6242525
526.660277739067,338515.1720922211,6242525
379.3128715626275,338668.67825415137,6242525
234.48784595786938,338822.18441608164,6242525
93.6452403121754,338975.6905780118,6242525
2429.0207197449718,328076.75308096514,6242735
2299.633650592491,328230.2592428954,6242735
2173.388248892923,328383.76540482556,6242735
2050.254974790498,328537.27156675584,6242735
1930.2938967843104,328690.7777286861,6242735
1815.393036720634,328844.28389061627,6242735
1704.2102133744668,328997.79005254654,6242735
1596.6672100722658,329151.2962144768,6242735
1479.4664870812026,329304.80237640697,6242735
1363.6971475487082,329458.30853833724,6242735
1256.04419411488,329611.8147002675,6242735
1158.7719397742594,329765.32086219767,6242735
1073.6674135867681,329918.82702412794,6242735
998.3262424719404,330072.3331860582,6242735
937.3826352071299,330225.83934798837,6242735
886.7161117278872,330379.34550991864,6242735
851.3958227730468,330532.8516718489,6242735
832.7582404897328,330686.35783377907,6242735
842.1547204609393,330839.86399570934,6242735
878.6871700365588,330993.3701576396,6242735
926.93110497637565,331146.8763195699,6242735
995.6396754584321,331300.38248150004,6242735
1081.7575000818442,331453.8886434303,6242735
1166.7149686266366,331607.3948053606,6242735
1120.0296436235108,331760.90096729074,6242735
1083.6314443085846,331914.407129221,6242735
1050.822567569186,332067.9132911513,6242735
1032.443751571342,332221.41945308144,6242735
1034.3936792581237,332374.9256150117,6242735
1057.77862594896,332528.431776942,6242735
1099.9892477689436,332681.93793887214,6242735
1159.6219818876139,332835.4441008024,6242735
1233.5418272796333,332988.9502627327,6242735
1290.4491604483233,333142.45642466284,6242735
1314.93452411465,333295.9625865931,6242735
1356.4567273660396,333449.4687485234,6242735
1413.5151881835368,333602.97491045354,6242735
1481.0653602404875,333756.4810723838,6242735
1546.0050800960294,333909.9872343141,6242735
1621.3760608534783,334063.49339624424,6242735
1707.2542977647013,334216.9995581745,6242735
1802.1382930464772,334370.5057201048,6242735
1870.7392323561726,334524.01188203495,6242735
1935.4682353450091,334677.5180439652,6242735
2006.7211448988594,334831.0242058955,6242735
2082.5816699314087,334984.53036782576,6242735
2143.6123035149826,335138.0365297559,6242735
2179.259860264116,335291.5426916862,6242735
2224.94980906021,335445.04885361646,6242735
2280.0785185200693,335598.5550155466,6242735
2343.9801048425265,335752.0611774769,6242735
2415.958546142631,335905.56733940716,6242735
2495.3149991458913,336059.0735013373,6242735
2581.369108970414,336212.5796632676,6242735
2665.6943049161264,336366.08582519786,6242735
2515.6341367868445,336519.591987128,6242735
2365.607745147911,336673.0981490583,6242735
2215.6299061695636,336826.60431098856,6242735
2065.7241816302776,336980.1104729187,6242735
1916.3262017083368,337133.616634849,6242735
1767.6323462860846,337287.12279677927,6242735
1619.7898981158733,337440.6289587094,6242735
1471.2663331783551,337594.1351206397,6242735
1322.2850250620288,337747.64128256997,6242735
1174.4375148908043,337901.1474445001,6242735
1028.249750188793,338054.6536064304,6242735
883.407429250803,338208.15976836067,6242735
739.2598436353157,338361.6659302908,6242735
599.4306501861574,338515.1720922211,6242735
462.9436949627408,338668.67825415137,6242735
338.4694367266808,338822.18441608164,6242735
236.9887885479938,338975.6905780118,6242735
191.4696582417113,339129.19673994207,6242735
150.86143613198564,339282.70290187234,6242735
36.57919282004374,339436.2090638025,6242735
2545.2517231466272,328076.75308096514,6242945
2421.8206737568144,328230.2592428954,6242945
2300.7511421401305,328383.76540482556,6242945
2183.7620293584096,328537.27156675584,6242945
2071.546684768927,328690.7777286861,6242945
1960.7782990972419,328844.28389061627,6242945
1850.4372363636307,328997.79005254654,6242945
1732.2558190275893,329151.2962144768,6242945
1620.0094946913769,329304.80237640697,6242945
1515.0180153141082,329458.30853833724,6242945
1418.8927704599507,329611.8147002675,6242945
1333.1994170267976,329765.32086219767,6242945
1256.0175188512915,329918.82702412794,6242945
1188.6739822994728,330072.3331860582,6242945
1134.7800807719948,330225.83934798837,6242945
1088.9351638956382,330379.34550991864,6242945
1057.6251012872299,330532.8516718489,6242945
1042.679652368275,330686.35783377907,6242945
1050.1995732021196,330839.86399570934,6242945
1079.715570484249,330993.3701576396,6242945
1123.916147912483,331146.8763195699,6242945
1181.2216546917355,331300.38248150004,6242945
1254.7947923816616,331453.8886434303,6242945
1341.87063601042,331607.3948053606,6242945
1323.731738490601,331760.90096729074,6242945
1288.496631455055,331914.407129221,6242945
1257.8544932760385,332067.9132911513,6242945
1242.1120206394367,332221.41945308144,6242945
1243.7332733940327,332374.9256150117,6242945
1263.6806536016338,332528.431776942,6242945
1300.0216904983974,332681.93793887214,6242945
1351.0443776120396,332835.4441008024,6242945
1416.0780609053131,332988.9502627327,6242945
1493.0866206786893,333142.45642466284,6242945
1520.6380246007234,333295.9625865931,6242945
1556.683028869254,333449.4687485234,6242945
1606.6463165172688,333602.97491045354,6242945
1669.2785878602438,333756.4810723838,6242945
1735.1694735344429,333909.9872343141,6242945
1803.256101430015,334063.49339624424,6242945
1880.8480730436145,334216.9995581745,6242945
1967.3776109075516,334370.5057201048,6242945
2061.7197038951613,334524.01188203495,6242945
2125.073067908138,334677.5180439652,6242945
2192.501612535568,334831.0242058955,6242945
2264.3505038375215,334984.53036782576,6242945
2341.9282965710504,335138.0365297559,6242945
2382.3733857582847,335291.5426916862,6242945
2424.238243953775,335445.04885361646,6242945
2474.931809409644,335598.5550155466,6242945
2533.924257452973,335752.0611774769,6242945
2600.6509006959454,335905.56733940716,6242945
2674.5329228808305,336059.0735013373,6242945
2754.994716393795,336212.5796632676,6242945
2711.874632336766,336366.08582519786,6242945
2563.365093834593,336519.591987128,6242945
2415.4783205994827,336673.0981490583,6242945
2266.6749494608116,336826.60431098856,6242945
2117.997028889866,336980.1104729187,6242945
1970.0598431925978,337133.616634849,6242945
1823.0437297648432,337287.12279677927,6242945
1677.1909190701203,337440.6289587094,6242945
1532.3270125437366,337594.1351206397,6242945
1387.7495295944539,337747.64128256997,6242945
1245.065985113035,337901.1474445001,6242945
1105.2864520938358,338054.6536064304,6242945
968.0485050930147,338208.15976836067,6242945
834.2542977582627,338361.6659302908,6242945
708.4990063114901,338515.1720922211,6242945
593.9557566215975,338668.67825415137,6242945
496.4693802330646,338822.18441608164,6242945
426.36290180339347,338975.6905780118,6242945
362.33819349917985,339129.19673994207,6242945
291.34535770210084,339282.70290187234,6242945
167.23075522078426,339436.2090638025,6242945
75.2996847439319,339589.71522573277,6242945
2671.6268905218567,328076.75308096514,6243155
2553.173409301788,328230.2592428954,6243155
2438.6321898296774,328383.76540482556,6243155
2327.3740633395187,328537.27156675584,6243155
2218.17467944981,328690.7777286861,6243155
2102.0141933112964,328844.28389061627,6243155
1986.9392648530772,328997.79005254654,6243155
1877.370474639665,329151.2962144768,6243155
1774.3281656401746,329304.80237640697,6243155
1679.0143725472142,329458.30853833724,6243155
1592.759306226964,329611.8147002675,6243155
1514.0096660131985,329765.32086219767,6243155
1442.9645247942346,329918.82702412794,6243155
1384.5536983120637,330072.3331860582,6243155
1333.5607656173058,330225.83934798837,6243155
1293.6360073602689,330379.34550991864,6243155
1265.0950261668468,330532.8516718489,6243155
1252.6274098159026,330686.35783377907,6243155
1258.8938453710803,330839.86399570934,6243155
1283.6199918610641,330993.3701576396,6243155
1324.7933660258054,331146.8763195699,6243155
1373.8525509232754,331300.38248150004,6243155
1437.6008504288827,331453.8886434303,6243155
1514.2819625586342,331607.3948053606,6243155
1527.7527855437625,331760.90096729074,6243155
1493.3411408976233,331914.407129221,6243155
1465.590994547434,332067.9132911513,6243155
1451.876180490355,332221.41945308144,6243155
1453.2634403320387,332374.9256150117,6243155
1470.7271387976423,332528.431776942,6243155
1502.1368945635245,332681.93793887214,6243155
1547.1343121795653,332835.4441008024,6243155
1604.9902675244005,332988.9502627327,6243155
1673.6664218949616,333142.45642466284,6243155
1727.375813485461,333295.9625865931,6243155
1759.1899418546377,333449.4687485234,6243155
1803.5519359118764,333602.97491045354,6243155
1859.563981970413,333756.4810723838,6243155
1926.2100363285842,333909.9872343141,6243155
1990.6749052229004,334063.49339624424,6243155
2061.2282043742057,334216.9995581745,6243155
2140.478194361283,334370.5057201048,6243155
2227.5009257159436,334524.01188203495,6243155
2317.3379828073766,334677.5180439652,6243155
2380.177487550694,334831.0242058955,6243155
2450.1872653766145,334984.53036782576,6243155
2522.491811399023,335138.0365297559,6243155
2586.587009899418,335291.5426916862,6243155
2625.197225744973,335445.04885361646,6243155
2672.0810002390854,335598.5550155466,6243155
2726.811609392849,335752.0611774769,6243155
2788.9271266746377,335905.56733940716,6243155
2857.9460747509734,336059.0735013373,6243155
2913.724803202328,336212.5796632676,6243155
2765.75038328925,336366.08582519786,6243155
2618.41295826967,336519.591987128,6243155
2471.826438264816,336673.0981490583,6243155
2326.1327875416855,336826.60431098856,6243155
2174.344537942194,336980.1104729187,6243155
2022.2667905981027,337133.616634849,6243155
1870.4224278312038,337287.12279677927,6243155
1718.8733019665874,337440.6289587094,6243155
1567.705036476492,337594.1351206397,6243155
1417.0395259395998,337747.64128256997,6243155
1267.0561306658458,337901.1474445001,6243155
1118.0294011972526,338054.6536064304,6243155
970.1077817416034,338208.15976836067,6243155
824.1343818714204,338361.6659302908,6243155
681.4793717130927,338515.1720922211,6243155
544.7559749644615,338668.67825415137,6243155
410.04515184523865,338822.18441608164,6243155
284.7021098532303,338975.6905780118,6243155
179.88498901552512,339129.19673994207,6243155
120.35504150707511,339282.70290187234,6243155
55.35197698765695,339436.2090638025,6243155
2807.0022054451365,328076.75308096514,6243365
2694.506559127309,328230.2592428954,6243365
2583.558392614665,328383.76540482556,6243365
2472.4340737850616,328537.27156675584,6243365
2355.4485041163443,328690.7777286861,6243365
2242.871673853847,328844.28389061627,6243365
2135.400973753806,328997.79005254654,6243365
2033.8460058575174,329151.2962144768,6243365
1939.1364356016425,329304.80237640697,6243365
1852.322579820786,329458.30853833724,6243365
1772.1682573540297,329611.8147002675,6243365
1699.021979532561,329765.32086219767,6243365
1635.4929439169694,329918.82702412794,6243365
1581.8696027872804,330072.3331860582,6243365
1534.372394161343,330225.83934798837,6243365
1499.4804798002867,330379.34550991864,6243365
1473.2820488933426,330532.8516718489,6243365
1462.5901675388661,330686.35783377907,6243365
1467.9605867571704,330839.86399570934,6243365
1489.2195452198005,330993.3701576396,6243365
1525.7030205639658,331146.8763195699,6243365
1570.9414584395245,331300.38248150004,6243365
1626.9856911846387,331453.8886434303,6243365
1695.121263006319,331607.3948053606,6243365
1731.9575334728568,331760.90096729074,6243365
1698.6550630544684,331914.407129221,6243365
1673.8097652793003,332067.9132911513,6243365
1661.6999172935946,332221.41945308144,6243365
1662.912144000395,332374.9256150117,6243365
1678.2238425477003,332528.431776942,6243365
1706.1091473822921,332681.93793887214,6243365
1746.461637016276,332835.4441008024,6243365
1797.9147445010512,332988.9502627327,6243365
1860.432994414918,333142.45642466284,6243365
1931.9342101845223,333295.9625865931,6243365
1963.2718738563676,333449.4687485234,6243365
2003.1192637195734,333602.97491045354,6243365
2053.6955475908853,333756.4810723838,6243365
2114.230901109416,333909.9872343141,6243365
2181.1499397927814,334063.49339624424,6243365
2246.760767670547,334216.9995581745,6243365
2319.68082657334,334370.5057201048,6243365
2400.2151175886756,334524.01188203495,6243365
2487.624241667512,334677.5180439652,6243365
2571.011226627065,334831.0242058955,6243365
2636.2471786017713,334984.53036782576,6243365
2707.3052526211495,335138.0365297559,6243365
2781.0025092441733,335291.5426916862,6243365
2827.470580690473,335445.04885361646,6243365
2871.0531660785614,335598.5550155466,6243365
2922.059370329535,335752.0611774769,6243365
2980.1080397382693,335905.56733940716,6243365
3044.7964097449135,336059.0735013373,6243365
2924.0364223717875,336212.5796632676,6243365
2770.5841233444153,336366.08582519786,6243365
2617.1381417879375,336519.591987128,6243365
2463.6996581106987,336673.0981490583,6243365
2310.2701662466784,336826.60431098856,6243365
2156.851585117939,336980.1104729187,6243365
2003.446421270772,337133.616634849,6243365
1850.058012355474,337287.12279677927,6243365
1696.6909025394789,337440.6289587094,6243365
1543.3514414871524,337594.1351206397,6243365
1390.048779223894,337747.64128256997,6243365
1236.7965996090938,337901.1474445001,6243365
1083.6163216232023,338054.6536064304,6243365
930.5434539412485,338208.15976836067,6243365
777.6414278823647,338361.6659302908,6243365
625.0356346208173,338515.1720922211,6243365
473.0128774503908,338668.67825415137,6243365
322.39898173393027,338822.18441608164,6243365
175.43730160624298,338975.6905780118,6243365
40.08001179701386,339129.19673994207,6243365
2950.5867486910256,328076.75308096514,6243575
2840.4587990137265,328230.2592428954,6243575
2724.8964756257815,328383.76540482556,6243575
2610.1992118815783,328537.27156675584,6243575
2499.6694445541675,328690.7777286861,6243575
2393.884504705641,328844.28389061627,6243575
2293.5010344890884,328997.79005254654,6243575
2199.2587960575247,329151.2962144768,6243575
2111.9800643878384,329304.80237640697,6243575
2030.8086395484193,329458.30853833724,6243575
1956.1526110085952,329611.8147002675,6243575
1888.800210906989,329765.32086219767,6243575
1831.7247614170378,329918.82702412794,6243575
1780.5705411161894,330072.3331860582,6243575
1737.358043793797,330225.83934798837,6243575
1705.1020048260355,330379.34550991864,6243575
1681.9199047370348,330532.8516718489,6243575
1672.5622764311765,330686.35783377907,6243575
1677.2605207992367,330839.86399570934,6243575
1695.8978224598145,330993.3701576396,6243575
1728.0232282342965,331146.8763195699,6243575
1771.0006493532999,331300.38248150004,6243575
1820.8977657972084,331453.8886434303,6243575
1882.0261237458546,331607.3948053606,6243575
1936.90036046415,331760.90096729074,6243575
1904.7306583825973,331914.407129221,6243575
1882.424313854386,332067.9132911513,6243575
1871.563193373875,332221.41945308144,6243575
1872.6395729884243,332374.9256150117,6243575
1886.2495692123684,332528.431776942,6243575
1911.3873483818277,332681.93793887214,6243575
1947.784167202467,332835.4441008024,6243575
1994.2921295889712,332988.9502627327,6243575
2051.023783520356,333142.45642466284,6243575
2116.7478421886412,333295.9625865931,6243575
2168.4841825174703,333449.4687485234,6243575
2204.62558812997,333602.97491045354,6243575
2250.678253626581,333756.4810723838,6243575
2306.0484605399997,333909.9872343141,6243575
2370.083265809683,334063.49339624424,6243575
2435.8838493330877,334216.9995581745,6243575
2503.675572794488,334370.5057201048,6243575
2578.4694776818774,334524.01188203495,6243575
2660.02755706923,334677.5180439652,6243575
2747.7475584375406,334831.0242058955,6243575
2825.6646541933933,334984.53036782576,6243575
2893.0402321138367,335138.0365297559,6243575
2964.5761499272253,335291.5426916862,6243575
3030.7951589114596,335445.04885361646,6243575
3071.4940490029844,335598.5550155466,6243575
3119.22432254265,335752.0611774769,6243575
3173.6687506927515,335905.56733940716,6243575
3079.5136772278347,336059.0735013373,6243575
2926.1619213405666,336212.5796632676,6243575
2772.82725301719,336366.08582519786,6243575
2619.5126729504345,336519.591987128,6243575
2466.221927548591,336673.0981490583,6243575
2312.9597557234256,336826.60431098856,6243575
2159.7322405271625,336980.1104729187,6243575
2006.5473215076129,337133.616634849,6243575
1853.4155604255077,337287.12279677927,6243575
1700.3513193769527,337440.6289587094,6243575
1547.3746354671787,337594.1351206397,6243575
1394.514323758831,337747.64128256997,6243575
1241.813359306192,337901.1474445001,6243575
1089.3387549494933,338054.6536064304,6243575
937.2009977692195,338208.15976836067,6243575
785.5958126833641,338361.6659302908,6243575
634.9048236488363,338515.1720922211,6243575
485.97918965796333,338668.67825415137,6243575
341.1388192067672,338822.18441608164,6243575
206.96859030294866,338975.6905780118,6243575
110.98061327097416,339129.19673994207,6243575
28.21612747419795,339282.70290187234,6243575
3094.947024460296,328076.75308096514,6243785
2978.6774984954022,328230.2592428954,6243785
2865.9152952192467,328383.76540482556,6243785
2757.0907859918266,328537.27156675584,6243785
2652.6886376903635,328690.7777286861,6243785
2553.2513974075464,328844.28389061627,6243785
2459.381359548847,328997.79005254654,6243785
2371.739641809406,329151.2962144768,6243785
2289.785014375129,329304.80237640697,6243785
2213.9709742973914,329458.30853833724,6243785
2143.740559709427,329611.8147002675,6243785
2082.464114098927,329765.32086219767,6243785
2028.994535034636,329918.82702412794,6243785
1980.5922801680806,330072.3331860582,6243785
1941.8360643230433,330225.83934798837,6243785
1911.50919883244,330379.34550991864,6243785
1890.8593644980335,330532.8516718489,6243785
1882.54060750357,330686.35783377907,6243785
1886.7160424904957,330839.86399570934,6243785
1903.3034425921715,330993.3701576396,6243785
1931.983138559069,331146.8763195699,6243785
1972.2276704962028,331300.38248150004,6243785
2018.0324347371068,331453.8886434303,6243785
2073.3568348520125,331607.3948053606,6243785
2138.291492080778,331760.90096729074,6243785
2111.579678516685,331914.407129221,6243785
2091.3162038381392,332067.9132911513,6243785
2081.45404908446,332221.41945308144,6243785
2082.4219413895316,332374.9256150117,6243785
2094.6693316636215,332528.431776942,6243785
2117.5917378774166,332681.93793887214,6243785
2150.5014147349893,332835.4441008024,6243785
2193.195104815517,332988.9502627327,6243785
2244.905839943491,333142.45642466284,6243785
2305.694684067975,333295.9625865931,6243785
2373.8913647456584,333449.4687485234,6243785
2407.5840967638874,333602.97491045354,6243785
2449.824442791884,333756.4810723838,6243785
2500.7892157300807,333909.9872343141,6243785
2559.9573992596165,334063.49339624424,6243785
2626.7747056109674,334216.9995581745,6243785
2691.4798179521317,334370.5057201048,6243785
2761.191243643382,334524.01188203495,6243785
2837.502218678169,334677.5180439652,6243785
2919.895354552163,334831.0242058955,6243785
3007.870875813687,334984.53036782576,6243785
3080.9841505436784,335138.0365297559,6243785
3150.3797653734014,335291.5426916862,6243785
3222.305083331763,335445.04885361646,6243785
3273.133835282598,335598.5550155466,6243785
3317.9647051999623,335752.0611774769,6243785
3248.4070343185404,335905.56733940716,6243785
3095.809922908707,336059.0735013373,6243785
2943.3073540577147,336212.5796632676,6243785
2790.9148259346016,336366.08582519786,6243785
2638.651404466805,336519.591987128,6243785
2486.540807320121,336673.0981490583,6243785
2334.6129062743744,336826.60431098856,6243785
2182.9058480198337,336980.1104729187,6243785
2031.4691097814132,337133.616634849,6243785
1880.3680039221342,337287.12279677927,6243785
1729.6904925025333,337440.6289587094,6243785
1579.5578030049726,337594.1351206397,6243785
1430.1415278619324,337747.64128256997,6243785
1281.692244611803,337901.1474445001,6243785
1134.5895793552945,338054.6536064304,6243785
989.4343337313159,338208.15976836067,6243785
847.2227645729623,338361.6659302908,6243785
709.063102398889,338515.1720922211,6243785
578.6694697930327,338668.67825415137,6243785
451.01768713407665,338822.18441608164,6243785
336.38435233786214,338975.6905780118,6243785
210.35872798823362,339129.19673994207,6243785
65.75358180997713,339282.70290187234,6243785
3233.4666784597384,328076.75308096514,6243995
3122.3595751509215,328230.2592428954,6243995
3014.97597931815,328383.76540482556,6243995
2911.7278854135466,328537.27156675584,6243995
2813.070686105377,328690.7777286861,6243995
2719.504067814094,328844.28389061627,6243995
2631.5710798285786,328997.79005254654,6243995
2548.994973935832,329151.2962144768,6243995
2471.9631214592982,329304.80237640697,6243995
2399.7935789283197,329458.30853833724,6243995
2335.1475621747827,329611.8147002675,6243995
2278.895824522012,329765.32086219767,6243995
2227.6401249424753,329918.82702412794,6243995
2182.4894292142617,330072.3331860582,6243995
2147.375043525451,330225.83934798837,6243995
2118.622662859129,330379.34550991864,6243995
2100.0104063240206,330532.8516718489,6243995
2092.5232876264918,330686.35783377907,6243995
2096.280514470873,330839.86399570934,6243995
2111.2220548636,330993.3701576396,6243995
