dist_to_coast,X,Y
2113.5709842481383,328076.75308096514,6242105
1982.4293574478415,328230.2592428954,6242105
1853.518673883592,328383.76540482556,6242105
1726.6756896683773,328537.27156675584,6242105
1590.6949444233037,328690.7777286861,6242105
1451.5497959786267,328844.28389061627,6242105
1315.6030927670076,328997.79005254654,6242105
1183.9571228265677,329151.2962144768,6242105
1058.1855215320468,329304.80237640697,6242105
937.4383683126682,329458.30853833724,6242105
825.6775827814087,329611.8147002675,6242105
717.813506067545,329765.32086219767,6242105
613.9567633753501,329918.82702412794,6242105
486.5377797322013,330072.3331860582,6242105
378.4299835484449,330225.83934798837,6242105
298.06406340519203,330379.34550991864,6242105
240.63068721670538,330532.8516718489,6242105
203.9670954486101,330686.35783377907,6242105
230.88543549058653,330839.86399570934,6242105
301.4180922961857,330993.3701576396,6242105
393.0995064143726,331146.8763195699,6242105
484.7809205324902,331300.38248150004,6242105
584.9062065915303,331453.8886434303,6242105
622.1286685423603,331607.3948053606,6242105
530.8227165955917,331760.90096729074,6242105
471.75513915046554,331914.407129221,6242105
435.3502085609822,332067.9132911513,6242105
404.4945785685184,332221.41945308144,6242105
409.7695739662047,332374.9256150117,6242105
458.83183285343733,332528.431776942,6242105
539.8824611940166,332681.93793887214,6242105
643.9456851760866,332835.4441008024,6242105
654.1650821751017,332988.9502627327,6242105
666.7814021423181,333142.45642466284,6242105
713.0155715338303,333295.9625865931,6242105
781.5555261429943,333449.4687485234,6242105
845.3653661146664,333602.97491045354,6242105
926.8843823531299,333756.4810723838,6242105
1024.9504303363535,333909.9872343141,6242105
1107.169946940088,334063.49339624424,6242105
1171.1282354984205,334216.9995581745,6242105
1234.7422918884263,334370.5057201048,6242105
1306.396153508777,334524.01188203495,6242105
1386.5897019127117,334677.5180439652,6242105
1475.6569781845735,334831.0242058955,6242105
1495.8990369244104,334984.53036782576,6242105
1531.2365839241675,335138.0365297559,6242105
1580.7546636734362,335291.5426916862,6242105
1643.1717563918903,335445.04885361646,6242105
1717.0817740525986,335598.5550155466,6242105
1801.070376210915,335752.0611774769,6242105
1893.7971023440075,335905.56733940716,6242105
1994.043307736671,336059.0735013373,6242105
2100.7327876038053,336212.5796632676,6242105
2204.9880797516744,336366.08582519786,6242105
2265.9164614557176,336519.591987128,6242105
2272.6585089050586,336673.0981490583,6242105
2119.965067378479,336826.60431098856,6242105
1967.0303889563197,336980.1104729187,6242105
1813.8414172965822,337133.616634849,6242105
1660.7110244182834,337287.12279677927,6242105
1507.6570596955562,337440.6289587094,6242105
1354.705427824077,337594.1351206397,6242105
1201.8951976787775,337747.64128256997,6242105
1049.2881490477096,337901.1474445001,6242105
896.9879914254573,338054.6536064304,6242105
745.1441111166944,338208.15976836067,6242105
593.4402646303267,338361.6659302908,6242105
441.7364181438443,338515.1720922211,6242105
289.2127572227088,338668.67825415137,6242105
136.47379374764165,338822.18441608164,6242105
2225.479466443774,328076.75308096514,6242315
2096.803656157715,328230.2592428954,6242315
1957.5206578641416,328383.76540482556,6242315
1820.526562001786,328537.27156675584,6242315
1686.3792822032501,328690.7777286861,6242315
1555.8153770406323,328844.28389061627,6242315
1429.8168326497657,328997.79005254654,6242315
1307.7955304518055,329151.2962144768,6242315
1192.1960198658446,329304.80237640697,6242315
1081.1796444366257,329458.30853833724,6242315
977.1135947425314,329611.8147002675,6242315
857.9819668387952,329765.32086219767,6242315
740.517879433035,329918.82702412794,6242315
638.5363635694964,330072.3331860582,6242315
556.0562105670989,330225.83934798837,6242315
490.21157210215586,330379.34550991864,6242315
440.53932117684707,330532.8516718489,6242315
413.1551117740327,330686.35783377907,6242315
431.7816953925917,330839.86399570934,6242315
480.4789262476205,330993.3701576396,6242315
561.5312282247617,331146.8763195699,6242315
653.2126423428791,331300.38248150004,6242315
744.8940564610663,331453.8886434303,6242315
790.0939501126861,331607.3948053606,6242315
719.694685585712,331760.90096729074,6242315
675.2996864198662,331914.407129221,6242315
640.0929024459605,332067.9132911513,6242315
613.4313581299318,332221.41945308144,6242315
617.0623472329221,332374.9256150117,6242315
652.8831396141358,332528.431776942,6242315
715.71352910834,332681.93793887214,6242315
799.9378145274663,332835.4441008024,6242315
864.071266673141,332988.9502627327,6242315
873.6616263725017,333142.45642466284,6242315
909.4385105122191,333295.9625865931,6242315
968.5042358764615,333449.4687485234,6242315
1034.60582365173,333602.97491045354,6242315
1103.3525705258392,333756.4810723838,6242315
1187.0076808559672,333909.9872343141,6242315
1283.6338486644368,334063.49339624424,6242315
1366.4977853131086,334216.9995581745,6242315
1424.5011435209958,334370.5057201048,6242315
1492.2325526931254,334524.01188203495,6242315
1564.662197966489,334677.5180439652,6242315
1646.58925321232,334831.0242058955,6242315
1702.83391418024,334984.53036782576,6242315
1733.9593093722738,335138.0365297559,6242315
1777.8399020542702,335291.5426916862,6242315
1833.560152167097,335445.04885361646,6242315
1900.0787429458385,335598.5550155466,6242315
1976.305621779067,335752.0611774769,6242315
2061.163961323208,335905.56733940716,6242315
2153.6337023134697,336059.0735013373,6242315
2252.7777643444265,336212.5796632676,6242315
2357.754327916725,336366.08582519786,6242315
2446.3472539486143,336519.591987128,6242315
2294.3500544645335,336673.0981490583,6242315
2142.5641894142377,336826.60431098856,6242315
1990.3112614520996,336980.1104729187,6242315
1837.6502338063578,337133.616634849,6242315
1685.1427623958753,337287.12279677927,6242315
1532.8346815633188,337440.6289587094,6242315
1380.7919741409917,337594.1351206397,6242315
1229.11312506301,337747.64128256997,6242315
1077.9517410596418,337901.1474445001,6242315
927.3419768364832,338054.6536064304,6242315
776.7763352854789,338208.15976836067,6242315
626.4187390248135,338361.6659302908,6242315
