id,name,price,dist_to_coast,X,Y
11572238,Bondi Vista Beachfront Apartment,620,123.44418389288712,341215.13119852263,6248651.7175908545
11404309,EIGHT TWO NINE TWO III: BONDI BEACH,360,293.315707989241,340382.6627827578,6248645.530268062
11462172,Camperdown Two Bedroom Apartment Near Uni/Hospital,470,1371.2900354158714,331625.67159016384,6249107.795746459
12115369,Stylish Bondi Apartment with Sweeping Ocean Views,540,79.78587299014684,340402.626089256,6248008.037867453
12070028,Blackwattle Bay Apartment,450,139.04894382324164,332077.27689433855,6250410.361664904
11779581,Bright Spacious Unit near Manly,170,1205.4752385051606,339476.24957225216,6260105.562906228
12575244,Sunny Manly Art Deco Apt: 2 bedroom + Sunroom,350,256.22039857885414,341646.42242171324,6258426.963888399
12655535,"Thriving city location, dining hub",710,295.54310466163133,333173.9170216789,6250507.324517643
12939941,Oxford St Central Terrace,380,1399.3562869930838,335282.7400784383,6249490.272149678
12232424,"Perfectly located, large 2 bed apartment",830,2030.0643235621608,333444.4967584145,6248321.185007874
12292155,"Bright, Spacious Apartment Close to Bondi Beach",520,705.6390082801386,340004.37431956,6248861.019561902
13020425,Hyde Park View 2 bedroom Apartment - Sydney CBD,570,1080.851865598301,334681.83552363515,6250101.044124868
12352629,Stylish Boutique Apartment with Breathtaking Views,460,139.4671560578664,336095.45306776906,6253923.727257486
12832768,"Pool and Outdoor Living Waterfront Duplex, Own Entrance",890,44.52084736073564,332541.62697333447,6254414.286620907
12874761,Terrific 2 Bdrm Greenwich Peninsula close to City,430,59.409549217959245,332139.50276183436,6254382.798193903
13081969,Stroll to Bronte Beach from an Apartment with Ocean Views,530,218.37660160175696,339849.4104693328,6246859.50360008
13129354,Sydney CBD: Pitt st 2 Bedroom apartment + balcony,680,687.9697228604905,334129.3220644414,6249949.426219733
13607553,Sunny north shore apartment with garden outlook,160,4464.151050132084,329273.2574511772,6262617.330819868
13163379,The Junction Palais - with 400Mbps  5G WIFI!,450,1717.700516506489,338550.16477433476,6248258.4824407995
13163389,New York on Riley,560,895.030403688679,334835.7488633327,6250242.382501813
13180624,Haven on High,560,73.59712002940893,334842.10253360803,6253926.461320339
13361446,Darling Hbr Tranquil Garden View Huge Apt with Spa,470,221.04073326742952,332589.8306643839,6250939.670609543
13182046,Sydney Kent st 2 Bedroom pet friendly apartment,1100,391.6279989320041,334000.6756482279,6251276.124895925
13380071,Bondi Beach & oceanview apartment,240,263.03457730203576,340178.2867502445,6248201.714750852
13719567,THE SYDNEY HARBOUR VIEW APARTMENT,670,91.27824196435219,336215.8275584177,6253598.561320508
13787685,Sydney CBD 2 Bedroom Apt with View of Mardi Gras,500,1086.2472744954011,334682.1055917883,6250085.51863089
13437477,Absolute view of Darling Harbour and Cockle Bay,2700,25.291048984862037,333418.6609958991,6250797.818067611
13900213,"Bondi Beach Pad - Sunny, Spacious, Ocean Views",160,437.03479671465465,340832.56090476515,6249013.589833951
13515422,Spacious Art Deco apartment in Darlinghurst,310,1035.5395721937327,335386.757352624,6249894.74904762
14749842,RESORT STYLE STUDIOS  GYM- HEATED SPA- PLUNGE POOL,140,222.42099477835254,341334.13989139383,6259107.281536967
14377982,Panoramic views in luxurious brand new apartment,590,2653.091625828747,329401.8647770145,6244249.149152048
14391952,"Chill out in a Cosy, Stylish & Light Apartment",280,245.79786264812273,341274.7651042427,6259280.444015414
14826773,SYDNEY CBD City Centre 2 bedrooms Perfect Location,370,219.98222778044203,333881.8715266448,6250925.728749211
14857702,"Luxury, Views & Sophisticated Large Studio",570,16.999640421204266,336214.7094803437,6250815.34401066
14886923,"Large Studio with Harbour glimpses, City Fringe",340,988.3865717415346,334711.2213255438,6250220.250253376
14890287,Studio with balcony by Hyde Park,360,1126.153333851289,334760.1132010097,6250015.880131582
14188076,Beachside lookout close to Bondi Beach,400,67.50441937085633,340532.4035261957,6247716.26249974
14543384,Sydney Park View 2 Bedroom Pet Friendly Apartment,520,1085.1267285952765,334771.4245088479,6250057.120859372
14939185,Sydney Oxford st view 2 Bedroom Apartment +Balcony,480,979.4973220158538,334728.854100093,6250217.228997453
15013882,Luxurious Harbourview CBD 2 Bedroom,1000,236.4551973916979,333912.55375892797,6250917.3904277105
15380232,Ocean Vistas: Bright Art Deco Beach Pad at Bondi,230,1082.7636382327346,339178.07386958855,6248062.92142036
15452932,Bondi Beach Pad only 50 Metres from the Ocean,250,384.2786991546968,340572.20952697034,6248871.675545109
15138240,Beautiful 2 bedroom house in fabulous Newtown,320,3456.040119379368,331559.831468883,6246821.421869952
15148666,Sweeping Ocean Views - Bondi Beach 2 bed + parking,550,125.08808104305675,340355.40743184753,6248010.572024144
15484710,Bondi Dream,150,244.14007180035424,340735.47002209775,6248790.110097098
15524611,"Sun-filled, Cosy 2 Bdr Apart 2 min from the beach",270,143.554914383862,341342.89935190155,6248866.830282523
15535508,"Charming Paddington, Close to City Sydney CBD & Bondi Beach",360,1392.435097670763,335329.7357560546,6249447.824172001
15891870,"WATERFRONT, LOCATION & FIREWORKS",730,20.323941342320392,341365.48711117473,6258392.342319129
15757595,"Bangaroo Court, North Balgowlah",74,1394.971283618591,338262.03187912825,6259994.086765204
15758309,Spacious & Convenient Modern Newtown Townhouse,330,2060.819762232038,332051.8302424217,6248133.591233326
15806964,Bondi Beach Spacious Studio With Ocean View,520,18.68799188303437,340426.0274906786,6248266.890082361
15822230,Perfect 2 bedroom apartment in best location,270,980.5403747518969,337421.0586588591,6255163.340711676
15825979,"""Hedgehog"" studio with balcony, Free Parking",270,454.86118339730365,335952.82587985264,6250172.98620468
16133658,Quiet and peaceful split level apartment,260,882.5552119448963,333008.92993063846,6255479.661802455
16192197,Waterfront Apartment Brimming with Inspirational Artwork,1100,33.417663394801,337682.5354762583,6250420.104062507
16006838,Heritage Terrace in a Waterfront Suburb Close to Everything.,250,371.87930364365945,332087.00646140025,6252060.084196957
16017289,Woollahra Sanctuary,360,1668.6576467183065,338086.1306043264,6248835.173667132
16259821,Walk to Manly & Freshwater Beach from a Cliff-Top Oasis,390,217.03435796983104,341442.37524794624,6260679.432490107
16277154,"Mabel Cottage modern 2bdm in Balgowlah, Manly area",140,1125.8425877791826,337869.9977369724,6259845.443729827
16278130,Tropical Manly beach 2bed apartment no stairs,190,101.7994046071069,341496.56220018386,6258473.279328944
16059780,Garden Oasis Apartment by Bondi Beach,260,963.3478212058058,340183.6003354854,6249315.507671738
16232184,Bronte Beach Peaceful Escape,340,769.2191782846589,339155.3687622155,6247262.638814959
16077913,LUXURY INNER CITY FAMILY TERRACE BY THE PARK,350,3746.5984766884785,330707.5677927391,6245649.22800689
16233200,Bright and spacious unit in the heart of Newtown,510,2519.2295992489994,331762.78900489735,6247739.103404179
16326370,Quiet location yet only 5 minutes from everything,660,689.2596445741492,333234.30715381174,6254927.852717144
16349467,Great Balcony Apartment Sydney CBD –City View,460,1987.9645952594062,333480.3422956343,6248387.2628302
16587005,Bright Sunny Water Views CBD Two Bedroom,920,235.75493016027443,333912.5731338423,6250916.281463198
16380801,2 Bedroom Sunny Garden Flat with access to pool.,90,1139.0271412773766,338417.21971674217,6259690.562381471
16606452,❤️Leichhardt Centre Stylish 2BedApt+Patio🅿️ Pets✓,190,1610.308360598085,329771.2842377634,6249072.531590821
16442255,Bondi Beach Pad,150,884.9923546175722,339492.05624072463,6248138.00638517
16617838,Spectacular City Apartment with Magnificent Views,390,109.09849316200525,336205.1949109973,6250723.109139236
16861128,Sunny Bondi Beach Apartment,230,396.9082599163803,340252.7215040793,6248671.07752493
16521162,Loft style  beach & city last minute!! Relaxation,170,979.5438655633446,338025.2739303013,6242430.230608474
16708536,Manly Apartment 100m from Wharf,440,239.2246713622621,341225.9233244419,6258987.900058487
17288692,Roscoe St,230,814.9877893474822,340046.61083689705,6249044.759881324
17107778,MOSMAN - lovely art apartment.,230,478.4809967558575,336778.4289078581,6254957.111638153
17347940,Funky Wiggles ICC Darling Harbour Sydney Lyric,450,207.90108522726823,333034.7229503343,6250898.685213983
17351129,Stylish 2 bedroom townhouse in Surry Hills Sydney,620,1982.0820126948033,334589.61472014175,6248701.719942531
17423339,Aqua Spectacular -  Hotelesque Home Hotel Living,670,2010.6437052995102,338376.5503867867,6248567.236862931
17495119,Spectacular Penthouse Apartment,280,1464.0313397631367,338022.9099499205,6246684.3075878685
17575549,Beautifull 2 bedroom apartment near Manly Beach,160,103.25476103598628,341551.2256441044,6260644.969357755
17610318,Balgowlah 2 bedroom Grd Flr Garden Flat,300,56.851597114051664,339614.26539228647,6258948.717490088
18180991,Edward’s Coastal Escape,380,486.2044375257512,339952.612319223,6248254.487162365
18431687,"Bondi Family Escape with parking,moments to beach!",330,406.3052194951269,340689.38059234596,6248945.743348769
17884008,Penthouse Boutique Design Apartment On Bondi Beach,360,293.35558951730206,340382.18234956195,6248645.197214851
18517743,SYDNEY CITY $35/night for each 5th and 6th guests,290,598.9112679585032,334027.9384707823,6249979.825930975
18549479,Charming stylish home in convenient location,260,547.8546287485161,336368.21113558917,6256041.599715129
19145233,Harbour Palace-5 STAR LUXURY APARTMENT,640,413.98947524901445,333979.8589189363,6250189.753883396
19169681,"Yes, it's true! Freshwater, 2 mins from beach #2",220,354.31983654199394,341426.8697191129,6260937.959889954
18758501,Beachside House - Garden Oasis,500,813.0538290414833,339831.0645632768,6248824.820974884
18919668,Tree Top Apartment,1000,128.1050006806364,336259.2593382206,6250646.39041233
19368692,Loft Style Living: Sophisticated Urban Retreat,490,1398.91981241969,334294.95811902906,6249205.754995684
19248145,Discount- Peaceful modern with bush views and pool,180,776.4798993233053,329578.4461872959,6256585.883964053
19283035,Spacious Studio Surrounded By Great Views,260,117.48979460081614,333901.04171045317,6253272.235404612
19059929,Balmoral ...100m from the beach,470,56.13545080482806,338145.91998779937,6256142.973186039
19309189,Best Bondi Base- The White House,200,624.7981137059356,340744.55564188235,6249186.2691373825
19688117,"Studio - just a stroll across Hyde Park, to CBD",310,1144.425261040387,334763.2930442045,6249992.640140298
19533740,"Skyline & Water Views, Darling Harbour Apartment",1700,115.95612382637074,333323.2994839883,6250695.199537877
19535037,Large & Bright 2BR near Bronte Beach with parking,160,930.0230440193843,338990.24390946317,6247236.545203922
19791170,Step Out To Manly Beach - 10 metres from beach 🏖🤿☀️,180,39.80561191802714,341643.0321976505,6258853.965033317
19811161,Sydney CBD 2Bedroom Apartment,690,408.46173104614724,334036.434533868,6251104.252752213
19832478,Bondi Beach exclusive,150,120.46624201556324,340363.2023770335,6248372.323866924
20059544,"Sydney Harbour Bridge, Anzac Bridge and City Views",1100,904.5350120834361,330217.5105045339,6250299.669779792
20091838,Brand new apartment that has it all,380,2162.859392628989,329554.5868990186,6243778.204912717
19849928,Beach-side cottage North Maroubra close to Coogee,230,472.9508197549555,338899.10666455,6242963.158396073
19863469,Arty Cottage,170,4041.795174446609,329810.6268885251,6246516.217716878
19876969,Beachfront Living by Coogee Waters,460,228.66239440840633,338740.8818607556,6244928.338106323
20155444,Amazing Views Of Bondi Beach From Your Bedroom,310,383.6185181166408,340057.51490421465,6248287.31383403
20172265,Central&Tram AT door : Mins to CBD+Parking+Aircon,1100,1453.8406231700071,334177.58174954297,6249092.776661445
20236018,❤Modern Heritage Terrace. City View. Parking. 2 BR,370,727.4126264081337,335155.6632718101,6250255.701687526
20696361,Bronte Beach Pad with Breathtaking Ocean Views,430,173.51471013443899,339780.9539697432,6247298.729423599
20697099,THE HEART OF BONDI,340,1302.0324128049458,339147.062306529,6248408.378753781
20712167,LARGE FAMILY 2 BED STUDIO - Heated Spa/Pool  Gym,170,253.6071261170972,341318.3978304381,6259051.557433301
20558721,STUNNING LUXURY APT. BONDI BEACH - SPA/GYM/POOL,630,398.1877374900176,340182.66681273055,6248601.124600227
20735961,"North Harbour getaway, close to Manly",160,131.16290661630345,339365.8678087232,6258576.262371624
20586321,Luxurious harbourside apartment on Cremorne Point,340,97.15152830729717,336196.91131923575,6253568.285035549
20938566,Funky pad in Sydney's coolest neighbourhood,390,2623.099704011607,331431.28974730294,6247757.629815783
20803207,Unique Warehouse - Sydney Inner West,180,3927.067928967637,331735.7093920163,6246292.064893609
20984031,100 Metres to the Beach from Spacious Coogee Apartment,340,230.06381721191752,338778.8216190856,6244872.409547336
21166422,Luxury Apartment in Heart of City- Darling Harbour & Parking,910,223.49533125859736,333881.40029041073,6250423.205965085
