id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
537851,The little Manly getaway :),2642660,Daniel,,Manly,-33.80339,151.28761,Entire home/apt,119,2,209,2022-08-13,1.69,1,114,23,PID-STRA-25926
1451160,Fresh Vibes at a Plant-Filled Sanctuary in Paddington,7787633,Jorge,,Sydney,-33.87828,151.21869,Entire home/apt,297,2,30,2021-12-15,0.28,1,232,1,PID-STRA-20319
539231,Newport Beach Sydney Ocean View,2649331,Ann-Maree & Malcolm,,Pittwater,-33.65032,151.31931,Entire home/apt,200,2,227,2022-08-28,1.86,1,303,15,PID-STRA-35548
555783,Trendy Apartment in Perfect Surry Hills Location,2733544,Mathieu,,Sydney,-33.88807,151.20808,Entire home/apt,244,90,32,2018-08-10,0.26,1,0,0,
880594,Jacaranda self contained  accommodation near Manly,4657452,Alison,,Manly,-33.79284,151.25695,Entire home/apt,160,2,66,2022-09-02,0.64,1,259,6,PID-STRA-6963
880940,Large Queen Studio with Private Entrance,4660343,Sue,,Hunters Hill,-33.83066,151.13443,Private room,113,2,130,2022-08-17,1.11,1,239,21,Exempt
1456826,Tropical Hide-Away close to Manly,6827689,Martine,,Manly,-33.79453,151.27,Entire home/apt,450,10,9,2020-01-02,0.08,2,71,0,PID-STRA-5615
882878,Beautiful Designer Terrace in East Redfern,4673031,Louise,,Sydney,-33.89617,151.20974,Entire home/apt,550,3,2,2022-01-08,0.24,1,0,2,PID-STRA-29746
583321,"Close to famous Bondi Beach ,",2874517,Ross,,Waverley,-33.89092,151.2663,Private room,100,3,161,2022-08-31,1.34,2,250,21,PID-STRA-11480
1469185,Refuge Cove On Pittwater With Views,7867935,Robyn,,Pittwater,-33.63594,151.3056,Entire home/apt,257,2,63,2022-09-02,0.58,1,185,15,PID-STRA-4479
587669,Magnificent ocean views!,2908016,Bobbie,,Pittwater,-33.60319,151.33141,Entire home/apt,625,2,90,2022-04-25,0.90,1,342,8,PID-STRA-25259
883062,Sunny self contained LOFT near Bondi - AC + Aspect,4674300,Rick,,Waverley,-33.87812,151.28016,Private room,119,3,80,2022-08-18,0.74,1,106,24,PID-STRA-10235
885875,Sydney Inner City sunny aspect room,4696375,Jerry,,Sydney,-33.89542,151.20915,Private room,113,1,143,2022-09-04,1.22,1,351,11,PID-STRA-14294
1477506,Sydney Great Home @ Olympic Park,1526109,Andrew,,Auburn,-33.83676,151.05906,Private room,87,1,170,2022-09-06,1.55,1,284,38,PID-STRA-25875
894042,Fairlight Villa,4757350,Jill,,Manly,-33.7934,151.27906,Entire home/apt,450,7,20,2022-07-17,0.30,1,68,5,Exempt
591662,Breathtaking beach and ocean views,1468090,Rahel,,Waverley,-33.89632,151.27312,Entire home/apt,259,90,55,2020-06-22,0.46,1,286,0,
1480417,Delightful studio opposite Sydney Uni,5900433,Daniel,,Sydney,-33.88308,151.19187,Entire home/apt,99,84,113,2020-03-26,1.04,1,32,0,PID-STRA-12887-2
594776,Light  Room In Coogee near Beach,2938681,Shushann,,Randwick,-33.91346,151.25206,Private room,60,90,27,2022-05-29,0.23,1,263,1,Exempt
894233,North Sydney Unit With A Water View,4760016,Benjamin,,North Sydney,-33.84462,151.20502,Entire home/apt,999,90,36,2016-04-05,0.31,2,178,0,
1484181,Lapwing Luxury,7940457,Donna,,Penrith,-33.72748,150.69909,Entire home/apt,321,2,32,2022-06-15,0.31,9,58,13,Exempt
897387,Cosy 2 bedroom terrace in Woollahra,2633594,Rupert,,Woollahra,-33.88847,151.23863,Private room,130,90,2,2018-02-24,0.03,1,365,0,
606519,Early Beach Walk B&B - Malabar,3004325,Mireille,,Randwick,-33.96999,151.25376,Private room,100,90,0,,,1,365,0,
614739,"Big, bright room in Stanmore house",3048738,Elise,,Marrickville,-33.88964,151.16805,Private room,45,90,2,2012-10-31,0.02,1,0,0,
1484520,"Comfortable Apartment in a Character Building, Best Location",6864431,Tracy,,North Sydney,-33.83432,151.19104,Entire home/apt,178,7,64,2020-04-03,0.61,1,195,0,PID-STRA-9984
898999,Beachfront with amazing views,3704773,Lauren,,Waverley,-33.89702,151.26793,Entire home/apt,400,90,0,,,1,0,0,
1496721,"Charming flat in idyllic Waverton, close to CBD",3337879,Cat,,North Sydney,-33.83441,151.20105,Private room,70,90,21,2017-01-14,0.19,1,0,0,
616822,Apartment One,3046924,Contemporary Hotels,,Sydney,-33.87773,151.21481,Entire home/apt,309,3,9,2022-05-17,0.11,25,258,3,PID-STRA-22570
1500061,"Modern, convenient & child friendly",8016181,Monica,,Randwick,-33.92442,151.23196,Entire home/apt,270,90,8,2018-01-03,0.08,1,0,0,
619474,Potts Point Apt - Loft on Victoria,1261500,Hugh,,Sydney,-33.87334,151.2224,Entire home/apt,151,3,278,2022-08-25,2.28,5,7,20,PID-STRA-8773
908809,Luxurious Penthouse Room in Manly with Water Views,4871762,Cheryl,,Manly,-33.79735,151.27686,Private room,129,2,244,2022-08-21,2.11,1,115,26,PID-STRA-3133-1
1500360,Manly Seaside Bliss fabulous ocean and beach views,8017672,Jenny,,Manly,-33.79629,151.28632,Entire home/apt,185,3,50,2022-07-03,0.56,1,128,13,PID-STRA-1115
909118,Tranquil Avalon Beach Cottage,4874588,Heidi,,Pittwater,-33.63597,151.32385,Entire home/apt,138,2,247,2022-08-25,2.14,1,280,46,PID-STRA-13910-1
1512380,Luxury Potts Point apartment w/ Harbour views,6413359,Nikki,,Sydney,-33.87263,151.22318,Entire home/apt,250,90,23,2020-02-24,0.36,1,0,0,
910871,"bright, comfortable family home",4887010,Kerry,,Manly,-33.80811,151.26688,Entire home/apt,270,30,6,2022-08-03,0.06,1,220,1,PID-STRA-13628
633322,Sunny Garden Apartment at Manly Beach,3152466,Leah,,Manly,-33.80259,151.28761,Entire home/apt,186,90,93,2021-03-12,0.89,1,0,0,
1516013,Your Domain for Two  in Newtown,8094649,Coleen,,Sydney,-33.89185,151.1801,Entire home/apt,143,3,98,2022-08-28,0.94,5,218,3,PID-STRA-20444-2
641123,Bronte Beach Glamour + Serenity,3202540,Ruth,,Waverley,-33.90629,151.25702,Private room,73,9,16,2022-06-29,0.16,1,229,2,PID-STRA-12214
910981,Ultimate Beach Lifestyle Apartment,4759578,Naomi,,Manly,-33.80079,151.2872,Entire home/apt,280,30,20,2022-07-30,0.19,1,221,4,PID-STRA-23905
1516150,large granny flat close to beach,8095513,Monika,,Randwick,-33.98099,151.2439,Entire home/apt,140,90,0,,,1,365,0,
651796,"Maroubra Junction, Eastern Suburbs",3275877,Elle,,Randwick,-33.94717,151.24245,Shared room,82,90,0,,,1,0,0,
1521151,Manly/Manly Vale: Peaceful Self-Contained Studio,2357811,Jill,,Warringah,-33.7849,151.27432,Entire home/apt,160,2,54,2022-04-22,0.65,1,194,9,PID-STRA-8240
653240,"Double Room, Bondi Junction, Sydney.",125736886,Ruth,,Waverley,-33.89472,151.25282,Private room,80,1,219,2022-09-05,1.86,1,254,20,PID-STRA-2710
915054,Cottage Point - Paradise Found,4912002,Moshe,,Warringah,-33.61778,151.20291,Entire home/apt,1050,2,58,2022-06-12,0.52,1,343,7,PID-STRA-4414
1521258,Art Deco Beach Apt Bondi Beach,2494240,Gustavo,,Waverley,-33.89245,151.27283,Entire home/apt,90,7,52,2022-07-10,0.48,1,164,9,PID-STRA-15918
918892,Villa at Narrabeen on the Northern Beaches Sydney,4915883,Elizabeth,,Warringah,-33.71272,151.29883,Entire home/apt,255,7,8,2022-07-13,0.07,2,327,2,PID-STRA-2231
655953,"Bondi, Bondi Beach, Apartment",3303253,Dan,,Waverley,-33.8867,151.27622,Entire home/apt,275,90,10,2019-01-03,0.09,1,365,0,
1521901,Bougainvilleas Bed and Breakfast,6827689,Martine,,Manly,-33.79453,151.27,Private room,130,2,29,2022-06-13,0.27,2,0,7,PID-STRA-5615
659009,Sky Loft,3046924,Contemporary Hotels,,Sydney,-33.87742,151.22231,Entire home/apt,1356,5,15,2022-03-12,0.17,25,332,1,PID-STRA-23237-2
1527695,"Charming, comfy, eclectic home in amazing location",4457100,Maree,,Leichhardt,-33.85346,151.17985,Entire home/apt,120,90,2,2016-12-12,0.02,1,0,0,
659320,Bondi Beach apartment,2911473,Julian,,Waverley,-33.89225,151.2668,Entire home/apt,229,90,22,2020-01-02,0.19,1,0,0,
923880,IMMACULATE FURNISHED 1 BEDROOM NEAR COOGEE BEACH,4969200,Jasmin,,Randwick,-33.92501,151.24168,Entire home/apt,110,21,10,2022-08-16,0.11,1,39,5,PID-STRA-30136
1543576,Central Sydney - Spacious luxurious,7763649,Priscilla,,Sydney,-33.88476,151.18072,Entire home/apt,154,2,33,2022-07-09,0.31,1,3,17,PID-STRA-9785
927923,Rose Bay: Large 1 Bedroom Apartment,4994244,Julia,,Woollahra,-33.87332,151.26403,Entire home/apt,75,90,8,2019-07-17,0.07,2,0,0,
664353,Balmain East Charm,2551056,Carolyn,,Leichhardt,-33.85571,151.19177,Entire home/apt,135,3,92,2022-07-13,0.76,1,54,5,PID-STRA-17570-1
1547664,Studio in heart of Potts Point,8247293,Ester,,Sydney,-33.87242,151.22317,Entire home/apt,129,90,309,2020-09-01,2.95,1,201,0,
677230,Beautiful Water View Entire Apartment,576873,Morgan,,Sydney,-33.87076,151.23029,Entire home/apt,78,90,19,2020-03-12,0.20,1,241,0,
929853,Modern Stylish Bondi Apartment,5007351,Amy-Louise,,Woollahra,-33.88912,151.25643,Entire home/apt,309,90,8,2014-09-21,0.07,1,365,0,
1548155,Charming home in great location.,8210210,Diana & Steve,,Mosman,-33.81847,151.23586,Entire home/apt,795,90,2,2016-01-03,0.02,2,365,0,
934398,European style boutique BnB,5040528,George,,Sydney,-33.87444,151.22502,Private room,150,3,5,2021-05-25,0.12,2,20,0,Exempt
934543,"Private, quiet, boutique home 2 BR",5041727,Linda,,Manly,-33.79261,151.27953,Entire home/apt,200,3,63,2022-07-17,0.68,2,27,12,PID-STRA-3076
686805,FAB SELF CONTAINED STUDIO IN SYDNEY,3437247,Max,,Sydney,-33.87509,151.22038,Entire home/apt,99,90,357,2020-03-16,2.94,1,0,0,
1548191,Luxury Ocean Front House Beached At Bungan,6676972,Luxury Holidays,,Pittwater,-33.6642,151.31895,Entire home/apt,3684,14,2,2018-01-07,0.03,1,358,0,PID-STRA-22661
698401,Modern inner city Sydney terrace,3579902,Esti,,Sydney,-33.89644,151.21233,Entire home/apt,250,90,1,2013-01-06,0.01,1,0,0,
941603,"Waterfront Apartment at Putney, N.S.W.",5091457,Stephanie,,Ryde,-33.82926,151.10707,Entire home/apt,157,2,99,2022-08-11,0.86,1,194,15,PID-STRA-3979
1575523,A family home with a great location,8376366,Rob,,Waverley,-33.8961,151.25639,Entire home/apt,1000,4,5,2020-01-02,0.05,1,0,0,PID-STRA-15860
944360,Elegant Loft in Converted Farmhouse,5112319,Sarah,,Sydney,-33.89383,151.21601,Entire home/apt,202,3,120,2022-08-17,1.03,1,211,18,PID-STRA-4882-2
698667,Manly Beach,3511362,Bevan & Jen,,Manly,-33.78634,151.28518,Entire home/apt,220,90,18,2017-01-02,0.15,1,0,0,
1578731,Oversized One Bedroom Close to CBD,8372948,Kate,,Sydney,-33.87455,151.22255,Entire home/apt,130,90,42,2015-10-21,0.40,1,0,0,
701180,Sunny apartment Inner West Sleeps 4,3255027,Antoinette,,Canterbury,-33.90736,151.10974,Entire home/apt,100,90,31,2018-04-03,0.38,1,256,0,
1584102,Beachside Apartment Waterfront,4903605,Bernadette,,Randwick,-33.96818,151.2519,Entire home/apt,155,6,198,2022-08-30,1.96,1,26,10,PID-STRA-24657
701670,Beautiful Bushland Retreat Sydney,3600837,Maryellen,,Sutherland Shire,-34.04222,151.06819,Entire home/apt,95,90,231,2020-04-29,1.90,2,0,0,
948716,"Oasis By the Sea. Manly, Sydney. Fab. Location.",4915883,Elizabeth,,Manly,-33.79749,151.28629,Entire home/apt,255,35,4,2022-04-20,0.05,2,340,1,PID-STRA-2235-1
1584760,Ultrachic executive beach apartment,6677867,Joanne,,Manly,-33.79653,151.28651,Entire home/apt,229,2,45,2022-08-30,0.42,1,188,11,PID-STRA-7636
949950,Bright Stylish Rushcutters Bay LOFT,2311627,Nicole,,Sydney,-33.87629,151.22771,Entire home/apt,278,5,15,2022-08-13,0.13,1,181,3,PID-STRA-31726
955738,Self Contained Studio OR Family Garden Apartment,5193297,Linda And Cem,,Ku-Ring-Gai,-33.73721,151.09797,Entire home/apt,90,3,127,2022-08-25,1.10,1,229,21,PID-STRA-13478
701914,Family Friendly House in Randwick,2688277,Jennifer,,Randwick,-33.92489,151.24351,Entire home/apt,450,3,6,2020-01-03,0.05,2,2,0,Exempt
1594413,Sea views from all rooms,8504164,Anita,,Randwick,-33.91027,151.25602,Entire home/apt,244,90,0,,,1,0,0,
706542,THE GREEN ROOM,3631357,Marianne,,Warringah,-33.75398,151.26013,Private room,65,3,9,2022-06-24,0.08,5,220,4,PID-STRA-8764
964701,Beachside apartment,5259382,Ty,,Waverley,-33.8877,151.28301,Private room,125,90,5,2018-11-22,0.05,1,365,0,
1004303,Bondi White House Tamarama Bronte,5538896,Kirsty,,Waverley,-33.89737,151.26514,Entire home/apt,293,3,1,2016-10-19,0.01,1,40,0,PID-STRA-5543
1598045,"BEST LOCATION, GREAT APARTMENT!",1972133,Phillip,,Waverley,-33.88775,151.2842,Entire home/apt,285,13,0,,,9,241,0,PID-STRA-25781
1007871,"Garden apartment w pool, close to city & beaches",5482707,Ainsley,,Randwick,-33.90891,151.21804,Private room,123,90,2,2017-01-10,0.02,1,0,0,
708819,Absolute privacy 5 min to rails. Comfort in nature,825199,Askar And Zara,,Ku-Ring-Gai,-33.74993,151.14397,Entire home/apt,115,3,37,2020-02-27,0.31,1,233,0,PID-STRA-4806
1598143,"BEST VALUE, IN BEST BONDI BEACH LOCATION!",1972133,Phillip,,Waverley,-33.88785,151.28215,Entire home/apt,259,18,10,2022-07-20,0.09,9,365,2,PID-STRA-25781
1606341,THE BEACH PAD @ BONDI BEACH,8557626,Harry & Veronica,,Waverley,-33.88896,151.27746,Entire home/apt,213,2,331,2022-08-28,3.25,4,221,24,PID-STRA-34349
714131,Surry Hills:Luxury Apartment & Pool,3677397,Lili,,Sydney,-33.88683,151.21037,Entire home/apt,93,365,2,2013-03-27,0.02,1,365,0,
1014544,"Modern room, central Surry Hills",1817516,Micky,,Sydney,-33.88243,151.21281,Private room,96,90,85,2019-12-03,0.78,2,170,0,PID-STRA-38325
1615162,Stay in Sydney like you live here!,1318093,Yesid,,Sydney,-33.90034,151.21323,Entire home/apt,214,90,2,2016-03-30,0.03,1,90,0,
1016415,"Beautiful ""Albert Cottage"" In Avalon Beach",4551129,Ross & Margie,,Pittwater,-33.62181,151.33566,Entire home/apt,162,3,279,2022-01-28,2.60,1,7,10,PID-STRA-33617
718597,The Ranger's Cottage Manly Bush View Beach Home,3706591,Felicity,,Manly,-33.80175,151.26628,Entire home/apt,170,7,60,2022-08-14,0.50,1,160,6,PID-STRA-17870
725235,Harbourside Apartment in Sydney,3750190,Gary,,Leichhardt,-33.846405029296875,151.185546875,Entire home/apt,250,6,87,2022-08-16,0.72,1,103,7,PID-STRA-6365
1623648,Private room with harbour views,6220032,Paul,,Waverley,-33.87557,151.2791,Private room,120,90,0,,,2,365,0,
731503,Private and Light Airy Room with Valley Views,3631357,Marianne,,Warringah,-33.75531,151.26042,Private room,65,3,30,2022-08-10,0.27,5,36,12,PID-STRA-8764
1016739,Huge Sunny Double  Room  in Beachside Guest House,5595776,David,,Randwick,-33.92489,151.25566,Private room,90,1,11,2022-04-21,0.10,11,0,2,PID-STRA-1237
1641560,Stunning 3 bedroom Bondi Beach Home,8270548,Kendall,,Waverley,-33.88294,151.27331,Entire home/apt,500,90,1,2015-01-07,0.01,1,365,0,
1018623,Designer Warehouse Apartment Sydney (walk to city),3775524,Marcus,,Sydney,-33.87698,151.22803,Entire home/apt,622,7,51,2022-08-24,0.46,1,263,5,PID-STRA-1413
1022780,DARLING POINT HUGE EXCLUSIVE APT,5630067,Simone,,Woollahra,-33.87371,151.23686,Entire home/apt,250,90,1,2020-04-13,0.03,1,154,0,
731529,Goldilocks Small Double Room,3631357,Marianne,,Warringah,-33.75734,151.26062,Private room,65,3,21,2022-07-31,0.22,5,220,4,PID-STRA-8764
741598,Ocean Villa close to Bondi Beach,3881804,Carole,,Waverley,-33.87548,151.28181,Entire home/apt,1100,90,0,,,1,0,0,
1656490,Lovely inner city apartment with free parking,8229739,Eve,,North Sydney,-33.830786007230834,151.1978537483566,Entire home/apt,156,7,0,,,1,21,0,PID-STRA-39455
743357,Modern family-friendly unit with garden & nursery,3222787,Carolyn,,Waverley,-33.89459,151.26627,Entire home/apt,196,90,8,2018-10-19,0.08,1,0,0,
1656860,Entire Apartment in Penrith,7940457,Donna,,Penrith,-33.75451,150.69197,Entire home/apt,144,7,14,2022-07-08,0.15,9,82,5,Exempt
1046319,Family friendly home close to beach,5760128,Sophie,,Waverley,-33.88648,151.27875,Entire home/apt,174,90,4,2019-08-02,0.04,2,84,0,
1664928,Private Apartment Oasis near King Street and Sydney Park,8819120,Lisa & Mark,,Sydney,-33.90373,151.1834,Entire home/apt,168,2,261,2022-08-28,2.48,1,36,22,PID-STRA-11551
1046389,"A sunny, spacious 1 BR home 5 mins walk to beach",5760128,Sophie,,Waverley,-33.88778,151.27824,Entire home/apt,150,90,1,2018-07-05,0.02,2,85,0,
745467,Holiday house near the beach in Maroubra.,2532222,Guy,,Randwick,-33.94285,151.25687,Entire home/apt,210,6,13,2022-01-09,0.11,1,63,2,PID-STRA-7828
1665907,2Bed1Bath West Ryde -7 stops to CBD,8823656,Ahsan,,Ryde,-33.80646,151.08603,Entire home/apt,98,90,1,2016-04-15,0.01,1,0,0,
750029,new york at bondi beach: LOCATION !!!,3943095,Sean,,Waverley,-33.89058,151.27341,Entire home/apt,450,90,2,2017-01-02,0.03,1,0,0,
1047189,Beautiful Ocean View Apartment,5765293,Phoebe,,Waverley,-33.88548,151.28468,Entire home/apt,300,3,23,2020-01-02,0.21,1,161,0,PID-STRA-9293-7
1666574,Bright & Spaciuos flat in Manly,913561,Fabienne,,Manly,-33.79362,151.2818,Entire home/apt,130,90,7,2019-01-01,0.06,2,0,0,
1668941,Cosy room in comfortable home,8210210,Diana & Steve,,Mosman,-33.81856,151.23623,Private room,98,90,12,2017-03-18,0.11,2,365,0,
1051911,Treetopz Bilgola Plateau,24721535,Beach Stays,,Pittwater,-33.64226,151.31098,Entire home/apt,750,2,13,2020-11-28,0.13,31,275,0,PID-STRA-21277
751568,Boho Terrace Hip Centre Syd,334978,Cc,,Sydney,-33.8983,151.18348,Entire home/apt,235,90,36,2019-01-02,0.30,1,365,0,
1669063,Dulwich Hill Urban Retreat,2308825,Rohan,,Marrickville,-33.90762,151.13515,Private room,182,90,3,2017-09-12,0.04,1,365,0,
755619,LUXURY MANLY BEACH APARTMENT,3976940,Jiro,,Manly,-33.80025,151.28832,Private room,153,90,4,2015-02-17,0.04,1,0,0,
1060530,"Cremorne , Sydney, NSW, private rooms",5776669,Christopher,,North Sydney,-33.82662,151.22635,Private room,85,90,91,2020-03-01,0.85,1,365,0,
1678160,THE COBBLES Independent Apartment in Heritage Home,1801684,Anne,,North Sydney,-33.83846,151.22445,Entire home/apt,130,5,83,2022-07-29,0.76,1,75,2,PID-STRA-5607
1077610,"Sunny Victorian terrace nr city,uni",5929805,Alda,,Marrickville,-33.89536,151.16832,Entire home/apt,115,60,48,2021-05-15,0.45,1,181,0,PID-STRA-22600-3
757874,Holiday Rental - Work/Play by the Bay,3991115,Duane & Jenny,,Canada Bay,-33.83087,151.08355,Entire home/apt,250,14,3,2016-01-13,0.04,1,135,0,Exempt
1684243,Hamptons style house near beaches,8905669,Georgina,,Manly,-33.80741,151.26315,Entire home/apt,650,90,4,2017-12-28,0.04,1,0,0,
761223,Bondi rd. 2br luxury apartment,3742271,Yair,,Waverley,-33.89283,151.26079,Entire home/apt,162,90,54,2019-02-13,0.46,1,91,0,
765619,Northview Villa,3046924,Contemporary Hotels,,Pittwater,-33.59372334,151.32354661,Entire home/apt,1623,2,12,2022-08-22,0.12,25,251,6,PID-STRA-22770
1078249,Entire Apartment in Sydney CBD,5932275,Robert,,Sydney,-33.87357,151.20419,Entire home/apt,220,2,39,2022-08-28,0.37,1,270,10,PID-STRA-10921
1693472,"5-8 Beds, Beachside Freshwater Oasis",8945737,Karen & Aaron,,Warringah,-33.77413,151.28838,Entire home/apt,1014,3,33,2022-07-11,0.30,1,252,3,PID-STRA-17342
1088417,Peaceful garden studio,5089202,Harriet,,Ryde,-33.81951,151.13023,Entire home/apt,90,3,123,2022-08-15,1.11,1,289,18,Exempt
765765,Beachside Love Shack Bronte,490291,Ingrid,,Waverley,-33.90494,151.26737,Entire home/apt,230,4,47,2022-04-01,0.48,2,251,5,PID-STRA-8957
1704477,"Comfort @ Kareela, Sutherland Shire",8998185,Sue & David,,Sutherland Shire,-34.02207,151.08327,Entire home/apt,95,2,145,2022-09-04,1.36,1,69,31,PID-STRA-8597
1816009,Spacious 2 bdr panoramic city views,9430512,Loryn,,Randwick,-33.94006,151.23441,Entire home/apt,148,90,0,,,1,175,0,
1098211,Super location - Walk to the City!,4099460,Serena,,Sydney,-33.8767,151.22058,Entire home/apt,126,90,9,2014-01-13,0.08,3,0,0,
1710156,Art Deco 1 Bdm Apartment close to Rushcutters Bay,778738,Adrian,,Sydney,-33.87472,151.22658,Entire home/apt,174,90,4,2019-11-23,0.11,1,0,0,
1104887,1QBed •Newtown •Parking •City Views,6051401,Gina,,Sydney,-33.89267,151.18615,Entire home/apt,149,90,94,2017-08-07,0.93,1,0,0,
1818516,Charming sandstone and timber house,336693,Phillip,,Leichhardt,-33.86405,151.17589,Entire home/apt,260,1,9,2017-03-04,0.08,2,0,0,PID-STRA-16472
1713957,2bed in Rose Bay with views&balconies,8379064,Brian,,Waverley,-33.87833,151.27208,Entire home/apt,599,99,3,2018-01-02,0.03,1,91,0,
1822157,CLASSIC INNER CITY COTTAGE CLOSE TO CITY & HARBOUR,9195124,Anita,,Leichhardt,-33.85984,151.18161,Entire home/apt,241,5,34,2022-08-01,0.32,1,0,8,PID-STRA-2454
1713966,Bondi Executive Penthouse with Parking and AC,113874,Bondi Beach Holiday Homes,,Waverley,-33.88951,151.26524,Entire home/apt,280,2,57,2022-07-06,0.54,35,155,7,PID-STRA-23505
1106059,Sydney Airport Cottage Circa 1927 & Breakfast,6073132,Danielle,,Rockdale,-33.9456,151.14742,Private room,128,1,17,2018-04-20,0.18,2,0,0,Exempt
1714235,"Sandstone Cottage, Great Mackerel Beach",9041452,Richard & Claudia,,Pittwater,-33.59335,151.30213,Entire home/apt,950,2,124,2022-08-22,1.18,1,294,19,PID-STRA-16473
1111328,LargeModern 2Bed+2Bath+Pool+Beach,2288917,Matt,,Randwick,-33.94104,151.2376,Entire home/apt,105,90,15,2019-07-22,0.24,1,203,0,
1837068,Relaxing Holidays on Balmoral Beach,7813800,Alasdair,,Mosman,-33.82855,151.25232,Entire home/apt,276,7,93,2022-04-27,0.88,2,247,4,PID-STRA-12530
1837549,Bijou apartment in Paddington,9606568,Juanita,,Woollahra,-33.88642,151.22996,Entire home/apt,120,90,0,,,1,0,0,
1723640,Light-filled airy 3 bedroom terrace in Redfern,4825043,Tara,,Sydney,-33.88989,151.2039,Entire home/apt,184,2,4,2021-01-08,0.14,2,0,0,PID-STRA-9925
1843774,"Spacious Luxurious Home, Pool and Ocean Views",9633284,Neil,,Warringah,-33.7568,151.24434,Entire home/apt,480,90,0,,,1,0,0,
1118803,Entire modern townhouse/apt in Sydney!,6140082,Joanna,,Ku-Ring-Gai,-33.78293,151.18105,Entire home/apt,150,7,22,2019-11-03,0.20,1,0,0,Exempt
1725625,"Bright, artistic modern designer home in Annandale",7295333,Jayne,,Leichhardt,-33.8828,151.17378,Entire home/apt,234,28,59,2022-04-16,0.56,1,225,4,PID-STRA-5410
1121561,Architect design 1 bed apt w balcony + carpark,6153649,Jess,,Sydney,-33.87284,151.22643,Entire home/apt,150,90,116,2019-05-19,1.21,1,0,0,
1852715,Quiet Oasis in Darlinghurst,9182280,Jo,,Sydney,-33.877281,151.224197,Entire home/apt,233,5,241,2022-08-07,2.24,3,114,18,PID-STRA-13264-4
1857470,Manly: 1860's Sandstone oasis,516506,Kim,,Manly,-33.79418,151.27555,Entire home/apt,329,90,22,2021-04-05,0.20,1,256,0,
1729330,Families look no further...,8580617,Kate,,Waverley,-33.8952,151.25152,Entire home/apt,245,90,5,2016-01-11,0.05,1,0,0,
1857494,North Bondi | Sleeps 6 | Great Bondi Views,6398768,Fiona,,Waverley,-33.88561,151.28383,Entire home/apt,678,3,122,2022-09-05,1.18,1,289,20,PID-STRA-22136
